k,itr,nb,nd,md,heap_factor,Avg_Cluster_Size,Median_Cluster_Size,Avg_Cluster_Similarity,Avg_Blocks_Entered,Avg_Blocks_Skipped,Avg_Docs_Examined,Avg_Docs_Popped,Clustering_Time_s,Indexing_Time_s,Recall@30,Avg_Time_Per_Query_ms,Search_Time_s,Total_Time_s
2000,4,500,150,80000,0.08,1340.73,1242,5.06582,993.498,3086.02,76208.7,157.518,1016,18,0.877728,45.772,26.3342,1060.33
2000,4,500,150,80000,0.08,1340.73,1234,5.06387,1000.53,3069.99,76339.2,156.241,1003,17,0.875738,45.5449,26.2035,1046.2
